Date,Open,High,Low,Close,Adj Close,Volume
2008-01-28,null,null,null,null,null,null
2008-01-29,null,null,null,null,null,null
2008-01-30,null,null,null,null,null,null
2008-01-31,null,null,null,null,null,null
2008-02-01,null,null,null,null,null,null
2008-02-04,null,null,null,null,null,null
2008-02-05,null,null,null,null,null,null
2008-02-11,null,null,null,null,null,null
2008-02-12,null,null,null,null,null,null
2008-02-13,null,null,null,null,null,null
2008-02-14,null,null,null,null,null,null
2008-02-15,null,null,null,null,null,null
2008-02-18,null,null,null,null,null,null
2008-02-19,null,null,null,null,null,null
2008-02-20,null,null,null,null,null,null
2008-02-21,null,null,null,null,null,null
2008-02-22,null,null,null,null,null,null
2008-02-25,null,null,null,null,null,null
2008-02-26,null,null,null,null,null,null
2008-02-27,null,null,null,null,null,null
2008-02-28,null,null,null,null,null,null
2008-02-29,null,null,null,null,null,null
2008-03-03,null,null,null,null,null,null
2008-03-04,null,null,null,null,null,null
2008-03-05,null,null,null,null,null,null
2008-03-06,null,null,null,null,null,null
2008-03-07,null,null,null,null,null,null
2008-03-10,null,null,null,null,null,null
2008-03-11,null,null,null,null,null,null
2008-03-12,null,null,null,null,null,null
2008-03-13,null,null,null,null,null,null
2008-03-14,null,null,null,null,null,null
2008-03-17,null,null,null,null,null,null
2008-03-18,null,null,null,null,null,null
2008-03-19,null,null,null,null,null,null
2008-03-20,null,null,null,null,null,null
2008-03-21,null,null,null,null,null,null
2008-03-24,null,null,null,null,null,null
2008-03-25,null,null,null,null,null,null
2008-03-26,null,null,null,null,null,null
2008-03-27,null,null,null,null,null,null
2008-03-28,null,null,null,null,null,null
2008-03-31,null,null,null,null,null,null
2008-04-01,null,null,null,null,null,null
2008-04-02,null,null,null,null,null,null
2008-04-03,null,null,null,null,null,null
2008-04-04,null,null,null,null,null,null
2008-04-07,null,null,null,null,null,null
2008-04-08,null,null,null,null,null,null
2008-04-10,null,null,null,null,null,null
2008-04-11,null,null,null,null,null,null
2008-04-14,null,null,null,null,null,null
2008-04-15,null,null,null,null,null,null
2008-04-16,null,null,null,null,null,null
2008-04-17,null,null,null,null,null,null
2008-04-18,null,null,null,null,null,null
2008-04-21,null,null,null,null,null,null
2008-04-22,null,null,null,null,null,null
2008-04-23,null,null,null,null,null,null
2008-04-24,null,null,null,null,null,null
2008-04-25,null,null,null,null,null,null
2008-04-28,null,null,null,null,null,null
2008-04-29,null,null,null,null,null,null
2008-04-30,null,null,null,null,null,null
2008-05-01,null,null,null,null,null,null
2008-05-02,null,null,null,null,null,null
2008-05-05,null,null,null,null,null,null
2008-05-06,null,null,null,null,null,null
2008-05-07,null,null,null,null,null,null
2008-05-08,null,null,null,null,null,null
2008-05-09,null,null,null,null,null,null
2008-05-12,null,null,null,null,null,null
2008-05-13,null,null,null,null,null,null
2008-05-14,null,null,null,null,null,null
2008-05-15,null,null,null,null,null,null
2008-05-16,null,null,null,null,null,null
2008-05-19,null,null,null,null,null,null
2008-05-20,null,null,null,null,null,null
2008-05-21,null,null,null,null,null,null
2008-05-22,null,null,null,null,null,null
2008-05-23,null,null,null,null,null,null
2008-05-26,null,null,null,null,null,null
2008-05-27,null,null,null,null,null,null
2008-05-28,null,null,null,null,null,null
2008-05-29,null,null,null,null,null,null
2008-05-30,null,null,null,null,null,null
2008-06-02,null,null,null,null,null,null
2008-06-03,null,null,null,null,null,null
2008-06-04,null,null,null,null,null,null
2008-06-05,null,null,null,null,null,null
2008-06-06,null,null,null,null,null,null
2008-06-09,null,null,null,null,null,null
2008-06-10,null,null,null,null,null,null
2008-06-11,null,null,null,null,null,null
2008-06-12,null,null,null,null,null,null
2008-06-13,null,null,null,null,null,null
2008-06-16,null,null,null,null,null,null
2008-06-17,null,null,null,null,null,null
2008-06-18,null,null,null,null,null,null
2008-06-19,null,null,null,null,null,null
2008-06-20,null,null,null,null,null,null
2008-06-23,null,null,null,null,null,null
2008-06-24,null,null,null,null,null,null
2008-06-25,null,null,null,null,null,null
2008-06-26,null,null,null,null,null,null
2008-06-27,null,null,null,null,null,null
2008-06-30,null,null,null,null,null,null
2008-07-01,null,null,null,null,null,null
2008-07-02,null,null,null,null,null,null
2008-07-03,null,null,null,null,null,null
2008-07-04,null,null,null,null,null,null
2008-07-07,null,null,null,null,null,null
2008-07-08,null,null,null,null,null,null
2008-07-09,null,null,null,null,null,null
2008-07-10,null,null,null,null,null,null
2008-07-11,null,null,null,null,null,null
2008-07-14,null,null,null,null,null,null
2008-07-15,null,null,null,null,null,null
2008-07-16,null,null,null,null,null,null
2008-07-17,null,null,null,null,null,null
2008-07-18,null,null,null,null,null,null
2008-07-21,null,null,null,null,null,null
2008-07-22,null,null,null,null,null,null
2008-07-23,null,null,null,null,null,null
2008-07-24,null,null,null,null,null,null
2008-07-25,null,null,null,null,null,null
2008-07-28,null,null,null,null,null,null
2008-07-29,null,null,null,null,null,null
2008-07-30,null,null,null,null,null,null
2008-07-31,null,null,null,null,null,null
2008-08-01,null,null,null,null,null,null
2008-08-04,null,null,null,null,null,null
2008-08-05,null,null,null,null,null,null
2008-08-06,null,null,null,null,null,null
2008-08-07,null,null,null,null,null,null
2008-08-08,null,null,null,null,null,null
2008-08-11,null,null,null,null,null,null
2008-08-12,null,null,null,null,null,null
2008-08-13,null,null,null,null,null,null
2008-08-14,null,null,null,null,null,null
2008-08-15,null,null,null,null,null,null
2008-08-18,null,null,null,null,null,null
2008-08-19,null,null,null,null,null,null
2008-08-20,null,null,null,null,null,null
2008-08-21,null,null,null,null,null,null
2008-08-22,null,null,null,null,null,null
2008-08-25,null,null,null,null,null,null
2008-08-26,null,null,null,null,null,null
2008-08-27,null,null,null,null,null,null
2008-08-28,null,null,null,null,null,null
2008-08-29,null,null,null,null,null,null
2008-09-01,null,null,null,null,null,null
2008-09-02,null,null,null,null,null,null
2008-09-03,null,null,null,null,null,null
2008-09-04,null,null,null,null,null,null
2008-09-05,null,null,null,null,null,null
2008-09-08,null,null,null,null,null,null
2008-09-09,null,null,null,null,null,null
2008-09-10,null,null,null,null,null,null
2008-09-11,null,null,null,null,null,null
2008-09-12,null,null,null,null,null,null
2008-09-15,null,null,null,null,null,null
2008-09-16,null,null,null,null,null,null
2008-09-17,null,null,null,null,null,null
2008-09-18,null,null,null,null,null,null
2008-09-19,null,null,null,null,null,null
2008-09-22,null,null,null,null,null,null
2008-09-23,null,null,null,null,null,null
2008-09-24,null,null,null,null,null,null
2008-09-25,null,null,null,null,null,null
2008-09-26,null,null,null,null,null,null
2008-09-29,null,null,null,null,null,null
2008-09-30,null,null,null,null,null,null
2008-10-01,null,null,null,null,null,null
2008-10-02,null,null,null,null,null,null
2008-10-03,null,null,null,null,null,null
2008-10-06,null,null,null,null,null,null
2008-10-07,null,null,null,null,null,null
2008-10-08,null,null,null,null,null,null
2008-10-09,null,null,null,null,null,null
2008-10-10,null,null,null,null,null,null
2008-10-13,null,null,null,null,null,null
2008-10-14,null,null,null,null,null,null
2008-10-15,null,null,null,null,null,null
2008-10-16,null,null,null,null,null,null
2008-10-17,null,null,null,null,null,null
2008-10-20,null,null,null,null,null,null
2008-10-21,null,null,null,null,null,null
2008-10-22,null,null,null,null,null,null
2008-10-23,null,null,null,null,null,null
2008-10-24,null,null,null,null,null,null
2008-10-27,null,null,null,null,null,null
2008-10-28,null,null,null,null,null,null
2008-10-29,null,null,null,null,null,null
2008-10-30,null,null,null,null,null,null
2008-10-31,null,null,null,null,null,null
2008-11-03,null,null,null,null,null,null
2008-11-04,null,null,null,null,null,null
2008-11-05,null,null,null,null,null,null
2008-11-06,null,null,null,null,null,null
2008-11-07,null,null,null,null,null,null
2008-11-10,null,null,null,null,null,null
2008-11-11,null,null,null,null,null,null
2008-11-12,null,null,null,null,null,null
2008-11-13,null,null,null,null,null,null
2008-11-14,null,null,null,null,null,null
2008-11-17,null,null,null,null,null,null
2008-11-18,null,null,null,null,null,null
2008-11-19,null,null,null,null,null,null
2008-11-20,null,null,null,null,null,null
2008-11-21,null,null,null,null,null,null
2008-11-24,null,null,null,null,null,null
2008-11-25,null,null,null,null,null,null
2008-11-26,null,null,null,null,null,null
2008-11-27,null,null,null,null,null,null
2008-11-28,null,null,null,null,null,null
2008-12-01,null,null,null,null,null,null
2008-12-02,null,null,null,null,null,null
2008-12-03,null,null,null,null,null,null
2008-12-04,null,null,null,null,null,null
2008-12-05,null,null,null,null,null,null
2008-12-08,null,null,null,null,null,null
2008-12-09,null,null,null,null,null,null
2008-12-10,null,null,null,null,null,null
2008-12-11,null,null,null,null,null,null
2008-12-12,null,null,null,null,null,null
2008-12-15,null,null,null,null,null,null
2008-12-16,null,null,null,null,null,null
2008-12-17,null,null,null,null,null,null
2008-12-18,null,null,null,null,null,null
2008-12-19,null,null,null,null,null,null
2008-12-22,null,null,null,null,null,null
2008-12-23,null,null,null,null,null,null
2008-12-24,null,null,null,null,null,null
2008-12-25,null,null,null,null,null,null
2008-12-26,null,null,null,null,null,null
2008-12-29,null,null,null,null,null,null
2008-12-30,null,null,null,null,null,null
2008-12-31,null,null,null,null,null,null
2009-01-02,null,null,null,null,null,null
2009-01-05,null,null,null,null,null,null
2009-01-06,null,null,null,null,null,null
2009-01-07,null,null,null,null,null,null
2009-01-08,null,null,null,null,null,null
2009-01-09,null,null,null,null,null,null
2009-01-12,null,null,null,null,null,null
2009-01-13,null,null,null,null,null,null
2009-01-14,null,null,null,null,null,null
2009-01-15,null,null,null,null,null,null
2009-01-16,null,null,null,null,null,null
2009-01-19,null,null,null,null,null,null
2009-01-20,null,null,null,null,null,null
2009-01-21,null,null,null,null,null,null
2009-01-22,null,null,null,null,null,null
2009-01-23,null,null,null,null,null,null
2009-01-28,null,null,null,null,null,null
2009-01-29,null,null,null,null,null,null
2009-01-30,null,null,null,null,null,null
2009-02-02,null,null,null,null,null,null
2009-02-03,null,null,null,null,null,null
2009-02-04,null,null,null,null,null,null
2009-02-05,null,null,null,null,null,null
2009-02-06,null,null,null,null,null,null
2009-02-09,null,null,null,null,null,null
2009-02-10,null,null,null,null,null,null
2009-02-11,null,null,null,null,null,null
2009-02-12,null,null,null,null,null,null
2009-02-13,null,null,null,null,null,null
2009-02-16,null,null,null,null,null,null
2009-02-17,null,null,null,null,null,null
2009-02-18,null,null,null,null,null,null
2009-02-19,null,null,null,null,null,null
2009-02-20,null,null,null,null,null,null
2009-02-23,null,null,null,null,null,null
2009-02-24,null,null,null,null,null,null
2009-02-25,null,null,null,null,null,null
2009-02-26,null,null,null,null,null,null
2009-02-27,null,null,null,null,null,null
2009-03-02,null,null,null,null,null,null
2009-03-03,null,null,null,null,null,null
2009-03-04,null,null,null,null,null,null
2009-03-05,null,null,null,null,null,null
2009-03-06,null,null,null,null,null,null
2009-03-09,null,null,null,null,null,null
2009-03-10,null,null,null,null,null,null
2009-03-11,null,null,null,null,null,null
2009-03-12,null,null,null,null,null,null
2009-03-13,null,null,null,null,null,null
2009-03-16,null,null,null,null,null,null
2009-03-17,null,null,null,null,null,null
2009-03-18,null,null,null,null,null,null
2009-03-19,null,null,null,null,null,null
2009-03-20,null,null,null,null,null,null
2009-03-23,null,null,null,null,null,null
2009-03-24,null,null,null,null,null,null
2009-03-25,null,null,null,null,null,null
2009-03-26,null,null,null,null,null,null
2009-03-27,null,null,null,null,null,null
2009-03-30,null,null,null,null,null,null
2009-03-31,null,null,null,null,null,null
2009-04-01,null,null,null,null,null,null
2009-04-02,null,null,null,null,null,null
2009-04-03,null,null,null,null,null,null
2009-04-06,null,null,null,null,null,null
2009-04-07,null,null,null,null,null,null
2009-04-08,null,null,null,null,null,null
2009-04-09,null,null,null,null,null,null
2009-04-10,null,null,null,null,null,null
2009-04-13,null,null,null,null,null,null
2009-04-14,null,null,null,null,null,null
2009-04-15,null,null,null,null,null,null
2009-04-16,null,null,null,null,null,null
2009-04-17,5645.000000,5650.000000,5420.000000,5510.000000,4529.073242,17182
2009-04-20,5455.000000,5605.000000,5430.000000,5605.000000,4607.161621,8505
2009-04-21,5590.000000,5590.000000,5370.000000,5495.000000,4516.744629,9466
2009-04-22,5600.000000,5650.000000,5500.000000,5595.000000,4598.940918,12894
2009-04-23,5590.000000,5590.000000,5450.000000,5530.000000,4545.513184,14241
2009-04-24,5530.000000,5650.000000,5450.000000,5550.000000,4561.952148,10919
2009-04-27,5560.000000,5600.000000,5450.000000,5500.000000,4520.853516,8987
2009-04-28,5500.000000,5500.000000,5190.000000,5255.000000,4319.470703,9506
2009-04-29,5315.000000,5395.000000,5275.000000,5395.000000,4434.546387,4197
2009-04-30,5505.000000,5840.000000,5505.000000,5795.000000,4763.335449,27695
2009-05-04,5810.000000,6470.000000,5810.000000,6360.000000,5227.750977,41702
2009-05-06,6500.000000,7000.000000,6220.000000,6220.000000,5112.675293,23542
2009-05-07,6555.000000,6700.000000,6350.000000,6365.000000,5231.860840,24900
2009-05-08,6360.000000,6465.000000,6230.000000,6465.000000,5314.058594,13008
2009-05-11,6505.000000,6665.000000,6440.000000,6640.000000,5457.903320,20115
2009-05-12,6605.000000,6605.000000,6365.000000,6400.000000,5260.629883,25582
2009-05-13,6550.000000,6550.000000,6310.000000,6400.000000,5260.629883,0
2009-05-14,6270.000000,6270.000000,6125.000000,6170.000000,5071.576172,12244
2009-05-15,6270.000000,6465.000000,6250.000000,6380.000000,5244.190918,11201
2009-05-18,null,null,null,null,null,null
2009-05-19,null,null,null,null,null,null
2009-05-20,null,null,null,null,null,null
2009-05-21,null,null,null,null,null,null
2009-05-22,6680.000000,6770.000000,6630.000000,6665.000000,5478.453125,12932
2009-05-25,null,null,null,null,null,null
2009-05-26,6440.000000,6505.000000,6250.000000,6315.000000,5190.762695,8784
2009-05-27,6350.000000,6460.000000,6240.000000,6260.000000,5145.553711,8780
2009-05-28,6170.000000,6370.000000,6150.000000,6365.000000,5231.860840,10523
2009-05-29,6430.000000,6430.000000,6310.000000,6360.000000,5227.750977,4194
2009-06-01,6360.000000,6630.000000,6310.000000,6610.000000,5433.244141,11214
2009-06-02,6680.000000,6750.000000,6600.000000,6620.000000,5441.464355,22430
2009-06-03,7240.000000,7240.000000,6200.000000,6480.000000,5326.388184,16745
2009-06-04,6410.000000,6410.000000,6200.000000,6205.000000,5100.345703,25129
2009-06-05,6340.000000,6340.000000,6175.000000,6250.000000,5137.334473,10824
2009-06-08,6260.000000,6400.000000,6240.000000,6320.000000,5194.872559,7023
2009-06-09,6380.000000,6410.000000,6200.000000,6205.000000,5100.345703,10367
2009-06-10,6250.000000,6435.000000,6250.000000,6390.000000,5252.409668,19616
2009-06-11,6440.000000,6500.000000,6370.000000,6470.000000,5318.167969,17856
2009-06-12,6500.000000,6530.000000,6465.000000,6505.000000,5346.936523,9501
2009-06-15,6550.000000,6550.000000,6350.000000,6410.000000,5268.849121,4532
2009-06-16,6330.000000,6405.000000,6295.000000,6405.000000,5264.739746,3339
2009-06-17,6305.000000,6320.000000,6260.000000,6285.000000,5166.102539,7143
2009-06-18,6250.000000,6265.000000,6200.000000,6200.000000,5096.235840,4022
2009-06-19,6270.000000,6320.000000,6235.000000,6320.000000,5194.872559,4703
2009-06-22,6380.000000,6550.000000,6305.000000,6515.000000,5355.156738,9431
2009-06-23,6385.000000,6390.000000,6275.000000,6275.000000,5157.883789,7445
2009-06-24,6325.000000,6385.000000,6245.000000,6360.000000,5227.750977,1461
2009-06-25,6365.000000,6535.000000,6365.000000,6505.000000,5346.936523,5247
2009-06-26,6505.000000,6535.000000,6415.000000,6460.000000,5309.948730,6543
2009-06-29,6495.000000,6530.000000,6470.000000,6490.000000,5334.607422,2048
2009-06-30,6520.000000,6650.000000,6520.000000,6585.000000,5412.695801,12674
2009-07-01,6585.000000,7005.000000,6550.000000,7005.000000,5757.923828,22999
2009-07-02,7010.000000,7015.000000,6900.000000,7015.000000,5766.143555,8757
2009-07-03,6800.000000,7070.000000,6800.000000,7070.000000,5811.352539,9854
2009-07-06,7030.000000,7035.000000,6965.000000,6985.000000,5741.484863,8701
2009-07-07,6985.000000,7080.000000,6985.000000,7005.000000,5757.923828,6484
2009-07-08,6955.000000,6970.000000,6815.000000,6895.000000,5667.507324,17406
2009-07-09,6895.000000,7100.000000,6895.000000,6975.000000,5733.264648,18078
2009-07-10,7055.000000,7115.000000,6980.000000,7115.000000,5848.340820,19592
2009-07-13,7115.000000,7170.000000,6850.000000,6850.000000,5630.518555,16625
2009-07-14,6950.000000,7080.000000,6940.000000,7020.000000,5770.254395,33982
2009-07-15,7045.000000,7385.000000,7045.000000,7350.000000,6041.504395,14135
2009-07-16,7400.000000,7505.000000,7400.000000,7420.000000,6099.042969,9737
2009-07-17,7420.000000,7460.000000,7325.000000,7400.000000,6082.603516,12216
2009-07-20,7400.000000,7700.000000,7400.000000,7690.000000,6320.975098,26163
2009-07-21,7750.000000,7825.000000,7640.000000,7675.000000,6308.646484,19323
2009-07-22,7675.000000,7730.000000,7610.000000,7680.000000,6312.756348,12645
2009-07-23,7720.000000,7890.000000,7685.000000,7810.000000,6419.612305,16864
2009-07-24,7920.000000,7920.000000,7640.000000,7640.000000,6279.876953,41796
2009-07-27,7725.000000,7960.000000,7725.000000,7915.000000,6505.920898,19490
2009-07-28,7950.000000,8075.000000,7915.000000,8055.000000,6620.996094,34204
2009-07-29,8085.000000,8250.000000,7990.000000,8250.000000,6781.281250,17573
2009-07-30,8300.000000,8305.000000,8180.000000,8270.000000,6797.720215,20491
2009-07-31,8290.000000,8390.000000,8230.000000,8320.000000,6838.819824,21870
2009-08-03,8340.000000,8475.000000,8315.000000,8440.000000,6937.456055,7820
2009-08-04,8445.000000,8460.000000,8180.000000,8235.000000,6768.952148,59467
2009-08-05,8500.000000,8500.000000,8240.000000,8290.000000,6814.160156,23768
2009-08-06,8330.000000,8490.000000,8320.000000,8445.000000,6941.565918,12303
2009-08-07,8530.000000,8650.000000,8500.000000,8595.000000,7064.862305,17812
2009-08-10,8720.000000,8830.000000,8600.000000,8600.000000,7068.971680,20821
2009-08-11,8675.000000,8735.000000,8450.000000,8485.000000,6974.444824,22193
2009-08-12,8435.000000,8435.000000,8200.000000,8245.000000,6777.171387,27993
